type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,UPI,15.0,2419.8,2025-02-22T22:07:56+05:30,2025-02-22,43423182-430e-4210-bf86-1093bde2c9a4,UPI/JIOINAPPDIRECT/,
DEBIT,UPI,220.0,2199.8,2025-09-03T00:54:22+05:30,2025-09-03,e12cba6a-8238-4de8-af95-0afacd47ef30,UPI/BHARATPE,
DEBIT,UPI,500.0,1699.8,2025-03-10T05:26:42+05:30,2025-03-10,2d629427-5abd-4cfa-9729-ec2f575c9c3f,UPI/BHARATPE,
CREDIT,OTHERS,850.0,2549.8,2025-11-07T04:54:02+05:30,2025-11-07,976f05f5-b0b1-4525-a5bd-c57fd63b6302,IMPS,
CREDIT,OTHERS,350.0,2899.8,2025-11-18T08:03:19+05:30,2025-11-18,5792cc25-83fd-4513-a760-9d0e0be64897,NEFT,922020.0
DEBIT,UPI,1.0,2898.8,2025-07-24T17:25:35+05:30,2025-07-24,aa9e7078-1396-4bc4-b021-2801520dd0ae,UPI/3252,
DEBIT,UPI,499.0,2399.8,2025-05-26T22:44:04+05:30,2025-05-26,2256bb31-80eb-40ef-a8b3-b614aeef95ae,UPI/3618,
CREDIT,OTHERS,200.0,2599.8,2025-02-13T09:37:42+05:30,2025-02-13,9133c24e-a12b-453c-b398-890e035a50b6,IMPS,
DEBIT,UPI,10.0,2589.8,2025-09-16T17:51:00+05:30,2025-09-16,320083ed-ac9d-445f-95ab-665823b66121,UPI/3620,
CREDIT,OTHERS,180.0,2769.8,2025-11-09T22:31:31+05:30,2025-11-09,b03f18f8-dbdb-4a9e-9999-f615aaa23a4b,NEFT,922020.0
DEBIT,CARD,60.0,2709.8,2025-10-02T03:07:23+05:30,2025-10-02,31a91be1-0573-4fbe-b399-7ae1d0e177da,GAS FILLING STATION,
DEBIT,UPI,10.0,2699.8,2025-05-10T21:01:09+05:30,2025-05-10,c60fc4d6-f73d-4855-a843-69156836af12,UPI/36211,
DEBIT,UPI,20.0,2679.8,2025-02-02T18:20:33+05:30,2025-02-02,8d3e0628-618e-499c-8c59-616a95f426d1,UPI/PAYTM,
CREDIT,OTHERS,350.0,3029.8,2025-05-24T09:59:12+05:30,2025-05-24,eab45d40-7e21-4933-b007-9170e9e35109,NEFT,9220200.0
DEBIT,UPI,3000.0,29.8,2025-01-31T20:15:32+05:30,2025-01-31,90d21217-2010-422c-80fc-2806ea02407b,UPI/36222,
CREDIT,OTHERS,400.0,429.8,2025-09-08T22:29:09+05:30,2025-09-08,75571385-d68d-4bc4-aae6-3a2e4d84d1e5,IMPS,
DEBIT,UPI,140.0,289.8,2025-03-29T06:46:43+05:30,2025-03-29,01e0f3d1-366b-4344-bf11-f37c0cae061b,UPI/32578,
DEBIT,UPI,120.0,169.8,2025-04-03T05:05:00+05:30,2025-04-03,3f7d6337-5760-42e8-9650-82b7e4e6f25b,UPI/32571,
CREDIT,OTHERS,670.0,839.8,2025-02-05T16:34:49+05:30,2025-02-05,7fa3f516-0a76-4a58-b66a-6e1297567084,IMPS,
CREDIT,OTHERS,5500.0,6339.8,2025-03-10T00:29:22+05:30,2025-03-10,9e361023-1600-47b8-929b-fd49f7d7bf22,IMPS,
DEBIT,UPI,50.0,6289.8,2025-09-13T17:35:09+05:30,2025-09-13,c61166ba-7899-4754-b839-36bbcf99df14,UPI/32576,
CREDIT,OTHERS,580.0,6869.8,2025-05-11T04:06:07+05:30,2025-05-11,9348033e-2c15-48d5-9d47-1e15b83a512a,IMPS,
DEBIT,UPI,40.0,6829.8,2025-12-14T08:07:00+05:30,2025-12-14,226c7c1a-4046-463e-92ea-6f6c8b600273,UPI/32581,
CREDIT,OTHERS,400.0,7229.8,2025-07-05T05:43:16+05:30,2025-07-05,f8e21723-b480-4813-a062-12bd1ddf6c9d,IMPS,
DEBIT,UPI,120.0,7109.8,2025-03-05T15:24:00+05:30,2025-03-05,1b3eda6c-a8f4-485a-8824-76b4eda8bf75,UPI/BHARATPE,
DEBIT,UPI,110.0,6999.8,2025-04-07T05:15:57+05:30,2025-04-07,6288f745-bfc9-49c9-9144-8f763cbc7303,UPI/36250,
CREDIT,UPI,50.0,7049.8,2025-08-27T01:00:11+05:30,2025-08-27,228d0c69-549c-4b66-bda9-26a88fa16cdb,UPI/3626,
DEBIT,UPI,19.0,7030.8,2025-09-03T05:39:55+05:30,2025-09-03,6cf8961e-f2dc-471d-8c7f-a12d443be002,UPI/JIOINAPPDIRECT,
DEBIT,UPI,10.0,7020.8,2025-01-22T12:46:52+05:30,2025-01-22,80da729f-1f76-41be-a745-097cac244ef9,UPI/PAYTM101,
DEBIT,UPI,241.0,6779.8,2025-02-02T15:21:40+05:30,2025-02-02,ca275aff-4c7c-415b-9f18-962dc7a2df69,UPI/JIOINAPPDIRECT,
CREDIT,OTHERS,450.0,7229.8,2025-04-30T09:56:42+05:30,2025-04-30,e6f497b6-446b-4f2b-8163-987ef32aae05,IMPS,
DEBIT,UPI,60.0,7169.8,2025-05-01T07:48:42+05:30,2025-05-01,156b0720-ad19-4d54-a8da-446c44c447df,UPI/36298/,
DEBIT,UPI,19.0,7150.8,2025-07-26T14:14:40+05:30,2025-07-26,4ac8f887-a601-4f56-be2b-5cc1ca6c6965,UPI/JIOINAPPDIRECT,
DEBIT,UPI,50.0,7100.8,2025-01-19T22:24:44+05:30,2025-01-19,de00042e-b507-489e-8862-6efbf98e619c,UPI/BHARATPE6,
CREDIT,OTHERS,1550.0,8650.8,2025-07-04T19:00:34+05:30,2025-07-04,8da5dea7-f101-4ad0-b139-414837511c68,NEFT,92202.0
DEBIT,UPI,3500.0,5150.8,2025-10-27T08:40:34+05:30,2025-10-27,dedecd53-f40c-4124-901b-0b400fc9758f,UPI/3630,
CREDIT,UPI,1.0,5151.8,2025-07-15T05:23:26+05:30,2025-07-15,97619cf6-f40f-4c05-9766-48c2a2860ee4,UPI/3264,
CREDIT,UPI,2500.0,7651.8,2025-09-24T19:45:06+05:30,2025-09-24,6d0349bd-1c9d-4717-9fe6-db9372baa936,UPI/3264,
DEBIT,UPI,50.0,7601.8,2025-03-11T20:30:12+05:30,2025-03-11,b6ff1b3f-979c-4fdd-8f5a-bbb1df4be12d,UPI/32655,
DEBIT,UPI,1530.0,6071.8,2025-10-31T12:53:54+05:30,2025-10-31,f51d2d6c-6fd9-4e14-b0e3-b73a0bbcb5cd,UPI/36311,
DEBIT,UPI,2940.0,3131.8,2025-01-20T23:06:20+05:30,2025-01-20,3df016c3-4a26-4786-94de-8eb634982994,UPI/32659,
DEBIT,UPI,500.0,2631.8,2025-11-03T18:28:55+05:30,2025-11-03,5230c540-d846-4481-af4b-259a9b4d26af,UPI/32654,
DEBIT,UPI,400.0,2231.8,2025-11-13T11:26:08+05:30,2025-11-13,ee1b82e0-c0ef-4b0b-8890-2c9a0e5f72e9,UPI/BHARATPE,
DEBIT,UPI,140.0,2091.8,2025-07-01T21:37:53+05:30,2025-07-01,8eaa3e76-c910-47ef-9378-46e8ef464a35,UPI/PAYTM,
DEBIT,UPI,40.0,2051.8,2025-03-15T13:29:40+05:30,2025-03-15,2e857865-defd-4882-9637-148669d40b3e,UPI/36318,
CREDIT,OTHERS,1280.0,3331.8,2025-09-25T15:27:04+05:30,2025-09-25,3ee3466b-ac57-4f9f-956b-a35f5d55e4b4,NEFT,92202.0
DEBIT,UPI,20.0,3311.8,2025-09-22T21:00:27+05:30,2025-09-22,71348f87-281d-4dac-815e-7c749f39106b,UPI/GPAY,
DEBIT,UPI,40.0,3271.8,2025-02-18T12:58:59+05:30,2025-02-18,0f13a626-bb42-4663-9043-403951ed5cbb,UPI/PAYTM101,
DEBIT,UPI,17.0,3254.8,2025-05-09T06:15:36+05:30,2025-05-09,74c43a11-f14e-4c0b-9a12-6ff003603c9d,UPI/BHARATPE,
DEBIT,UPI,50.0,3204.8,2025-06-01T14:34:24+05:30,2025-06-01,3260756f-954a-47b3-b46f-2c338f7f8b0a,UPI/GPAY,
DEBIT,UPI,110.0,3094.8,2025-04-30T19:24:31+05:30,2025-04-30,7d0dd7c6-8a00-4436-9823-009cd57b4d0e,UPI/PAYTM101,
CREDIT,OTHERS,1100.0,4194.8,2025-09-20T05:03:24+05:30,2025-09-20,802bb8ed-6cbd-4e2e-be90-09aef4da6794,NEFT,92202.0
CREDIT,UPI,20.0,4214.8,2025-06-08T23:10:56+05:30,2025-06-08,9125f055-f355-4d8d-9ac6-d9bb065ee25a,UPI/3268,
DEBIT,UPI,20.0,4194.8,2025-01-09T01:35:47+05:30,2025-01-09,90c6e54f-6249-426a-9423-598892687d55,UPI/PAYTMep,
DEBIT,UPI,40.0,4154.8,2025-01-02T14:35:08+05:30,2025-01-02,f26df49f-0847-4da1-a06a-1f52e3b4fa9b,UPI/36341,
DEBIT,UPI,1.0,4153.8,2025-09-04T06:29:35+05:30,2025-09-04,8339b673-56e9-4517-aaf7-804da58d7ec4,UPI/32691,
DEBIT,UPI,3000.0,1153.8,2025-11-30T08:17:47+05:30,2025-11-30,6834106a-a1db-421a-a030-05b47ec0b49e,UPI/36352,
DEBIT,UPI,1000.0,153.8,2025-09-24T05:33:22+05:30,2025-09-24,e4c9bdfc-0a18-4bc2-887b-f5d6449b7884,UPI/36351,
CREDIT,UPI,400.0,553.8,2025-10-27T12:02:58+05:30,2025-10-27,380b58dc-3d3c-45b9-8acd-2b6f6822a954,UPI/32695,
DEBIT,UPI,30.0,523.8,2025-01-27T11:49:55+05:30,2025-01-27,9209e2ff-aabe-4148-82c9-3cfbb07572a5,UPI/PAYTM,
CREDIT,UPI,200.0,723.8,2025-09-29T03:48:32+05:30,2025-09-29,c843b30d-cb22-42e1-8c58-05d59e9b6410,UPI/3270,
DEBIT,UPI,200.0,523.8,2025-06-30T02:18:19+05:30,2025-06-30,a7d31245-0cc9-446f-875f-efbed9a75bb1,UPI/32709,
DEBIT,UPI,200.0,323.8,2025-07-19T14:14:42+05:30,2025-07-19,bbf7e57c-5c39-4c78-8faf-7a77a79fbebc,UPI/32706,
CREDIT,OTHERS,400.0,723.8,2025-09-12T17:27:44+05:30,2025-09-12,a5f0be0a-122f-4b43-8333-14233b1d8c42,NEFT,922020.0
DEBIT,UPI,100.0,623.8,2025-07-13T07:22:59+05:30,2025-07-13,756010f4-f8f3-4c81-81b9-62c25e8609e0,UPI/36367,
CREDIT,OTHERS,1450.0,2073.8,2025-11-01T07:19:07+05:30,2025-11-01,b2ba5a7b-b5da-4563-831e-5cf406d85c8c,NEFT,8646845.0
DEBIT,UPI,1280.0,793.8,2025-03-20T12:11:33+05:30,2025-03-20,4b0f59fa-655b-4e30-9b83-f9514cf9b240,UPI/32712,
DEBIT,UPI,10.0,783.8,2025-08-10T12:45:21+05:30,2025-08-10,3a4ff688-bef4-4aaf-8f45-61d0168ffc75,UPI/36370,
CREDIT,OTHERS,600.0,1383.8,2025-01-02T11:41:41+05:30,2025-01-02,d8b45c85-45b2-4b13-9879-66a00fa7af65,NEFT,8646845.0
DEBIT,UPI,500.0,883.8,2025-10-30T20:33:47+05:30,2025-10-30,fa919e43-a6a1-4c55-9985-6f8b97d681eb,UPI/36381,
CREDIT,OTHERS,480.0,1363.8,2025-10-17T11:50:00+05:30,2025-10-17,a100ec2b-95e6-40f8-a021-20b36afe2715,NEFT,8646845.0
DEBIT,UPI,150.0,1213.8,2025-09-15T18:47:25+05:30,2025-09-15,c9f6c8e9-e5b1-49e7-8f8b-442ebca30aaf,UPI/PAYTM,
DEBIT,UPI,35.0,1178.8,2025-07-02T10:02:05+05:30,2025-07-02,623990ca-7390-404b-82fa-5f10316863d2,UPI/PAYTMap,
DEBIT,UPI,130.0,1048.8,2025-07-04T12:18:29+05:30,2025-07-04,f8c83f63-6b3c-48b7-907e-1c7569881a5a,UPI/32738,
DEBIT,UPI,50.0,998.8,2025-06-30T15:00:14+05:30,2025-06-30,3e3f3ee0-8eaf-456e-a475-f4aff84fd8a7,UPI/BHARATPE,
DEBIT,UPI,10.0,988.8,2025-11-18T04:07:10+05:30,2025-11-18,9b3a0f22-6e89-4356-a5c5-f173fe76ff23,AMZN,
CREDIT,OTHERS,700.0,1688.8,2025-03-03T01:43:46+05:30,2025-03-03,248af984-503d-4ca8-bd8f-00ba044859e7,NEFT,8646845.0
CREDIT,OTHERS,4550.0,6238.8,2025-11-28T07:12:43+05:30,2025-11-28,ace38436-f415-45f8-bb95-3679ff3e0d43,IMPS,
DEBIT,UPI,1.0,6237.8,2025-11-22T06:47:09+05:30,2025-11-22,f820697b-3dd8-4e9b-88ed-27639dd662c3,UPI/36406,
DEBIT,UPI,4000.0,2237.8,2025-03-05T17:26:45+05:30,2025-03-05,ddcc8fa1-81c0-4d4b-8f71-180352bf97aa,UPI/36408,
DEBIT,UPI,540.0,1697.8,2025-09-30T19:40:01+05:30,2025-09-30,e3d156cc-dfbf-471b-b50c-75477e85847b,UPI/BHARATPE,
DEBIT,UPI,50.0,1647.8,2025-09-10T17:43:19+05:30,2025-09-10,edf8c5a8-b2d0-442d-bc16-8d739075ddaf,UPI/BHARATPE,
CREDIT,OTHERS,540.0,2187.8,2025-04-27T12:17:26+05:30,2025-04-27,7b4353e3-877e-4ae0-8437-22bb587225b4,IMPS,
DEBIT,UPI,370.0,1817.8,2025-06-24T01:08:55+05:30,2025-06-24,5f109549-800e-46e7-9455-e0a9b4865360,UPI/PAYTM9p,
DEBIT,UPI,19.0,1798.8,2025-08-06T15:37:45+05:30,2025-08-06,31668b32-0d2d-4dea-aa92-6b8c31ee848e,UPI/JIOINAPPDIRECT,
CREDIT,OTHERS,600.0,2398.8,2025-06-22T13:55:18+05:30,2025-06-22,3108c01e-39f6-4c2f-a283-86db7439f95c,NEFT,8646845.0
DEBIT,UPI,10.0,2388.8,2025-11-19T05:15:26+05:30,2025-11-19,0fce7629-1e60-4e18-a1b7-a8ca75f7f2f4,UPI/36421,
CREDIT,OTHERS,250.0,2638.8,2025-07-13T16:18:38+05:30,2025-07-13,76615252-dfaf-4102-8f5d-75bc54d8387b,NEFT,8646845.0
DEBIT,UPI,40.0,2598.8,2025-02-17T03:12:47+05:30,2025-02-17,51dcb4d5-7bad-400c-8a1b-8e6b8a8f24af,UPI/32770,
DEBIT,UPI,10.0,2588.8,2025-02-19T03:21:58+05:30,2025-02-19,c22fc6ad-c242-4538-91f2-53ca13770c6e,UPI/32775,
DEBIT,UPI,30.0,2558.8,2025-08-08T09:43:32+05:30,2025-08-08,9c02e93a-0999-41cc-95e4-279994bb3364,UPI/36435,
CREDIT,OTHERS,400.0,2958.8,2025-12-10T22:03:45+05:30,2025-12-10,033d5608-e2b1-4858-b98b-99f3f9cf83d6,NEFT,8646845.0
CREDIT,UPI,200.0,3158.8,2025-03-10T20:31:22+05:30,2025-03-10,8d61b7b8-6b32-47b2-ada2-1636ab6b0f56,UPI/32789,
DEBIT,UPI,30.0,3128.8,2025-10-18T08:14:55+05:30,2025-10-18,6b92418c-590d-42fd-abc0-fb5156683c35,UPI/32783,
DEBIT,UPI,160.0,2968.8,2025-01-03T07:36:17+05:30,2025-01-03,d3bc1598-5ded-4832-a6f9-069e5c28d7ac,UPI/32784,
DEBIT,UPI,226.0,2742.8,2025-11-18T13:28:22+05:30,2025-11-18,8e96f9b1-5fc7-489f-9566-35ac1f240252,UPI/32795,
DEBIT,UPI,320.0,2422.8,2025-06-29T22:59:48+05:30,2025-06-29,177a6ed6-5383-405b-b331-955da39f85c6,UPI/BHARATPE,
DEBIT,UPI,10.0,2412.8,2025-12-16T02:55:48+05:30,2025-12-16,39cad768-4f42-4879-9fa4-12f7d5f75fea,UPI/36454,
CREDIT,UPI,700.0,3112.8,2025-04-19T04:42:39+05:30,2025-04-19,8af09e5a-a98a-4a0a-9648-64d457d85070,UPI/3645,
DEBIT,UPI,220.0,2892.8,2025-02-04T02:22:11+05:30,2025-02-04,979fab68-939e-4b78-8f89-09c0dbb46472,UPI/BHARATPE,
CREDIT,UPI,220.0,3112.8,2025-09-15T06:15:34+05:30,2025-09-15,e30a976a-ef08-44a4-88c2-9105178a4999,UPI/3279,
DEBIT,UPI,30.0,3082.8,2025-02-02T00:53:13+05:30,2025-02-02,9f694e56-84bb-4322-86d1-048ed5d7b7b0,UPI/36458,
CREDIT,OTHERS,2330.0,5412.8,2025-11-20T11:14:22+05:30,2025-11-20,d59218dd-56a8-4c04-b1b4-ac13349f5d81,NEFT,8646845.0
DEBIT,UPI,19.0,5393.8,2025-03-06T11:48:06+05:30,2025-03-06,0cc87859-f3c0-4c5c-b51a-bfdd20a1433b,UPI/GPAYBILLREACHARGE,
DEBIT,UPI,2000.0,3393.8,2025-01-11T13:28:51+05:30,2025-01-11,d8aaf10a-4bd0-4389-812e-1b1588d811a4,UPI/BHARATPE,
DEBIT,UPI,20.0,3373.8,2025-10-18T15:40:13+05:30,2025-10-18,50052b56-dc7d-48e4-a9c6-3875ab1497d0,UPI/36462,
DEBIT,UPI,330.0,3043.8,2025-03-16T05:53:25+05:30,2025-03-16,1bd129a3-31f0-4a9c-b646-532f3decb10a,UPI/32802,
CREDIT,UPI,1900.0,4943.8,2025-03-18T09:33:19+05:30,2025-03-18,1ae3ff28-9cdb-461b-921e-5137cbb992b8,UPI/3647,
DEBIT,UPI,100.0,4843.8,2025-06-22T04:25:44+05:30,2025-06-22,7c549684-4fc8-4b23-a781-d8f878d8ce29,UPI/BHARATPE,
CREDIT,OTHERS,100.0,4943.8,2025-11-30T10:30:27+05:30,2025-11-30,c59fa33b-8458-44ce-be05-d5944e2325c6,NEFT,8646845.0
DEBIT,UPI,2000.0,2943.8,2025-07-05T10:14:59+05:30,2025-07-05,b7b95690-4180-4dcc-90ae-b34aad750bbc,UPI/36486,
DEBIT,UPI,50.0,2893.8,2025-06-27T07:29:55+05:30,2025-06-27,74d0b7b2-cd18-4910-bcff-e515a3c704f5,UPI/BHARATPE4,
CREDIT,UPI,100.0,2993.8,2025-04-07T19:01:34+05:30,2025-04-07,bb88f510-b541-44e1-87a4-069ea4c9f816,UPI/3648,
DEBIT,UPI,110.0,2883.8,2025-09-29T23:50:23+05:30,2025-09-29,601ec0cd-17de-4fe2-906c-9ec67ac87798,UPI/BHARATPE,
CREDIT,OTHERS,100.0,2983.8,2025-06-03T18:52:44+05:30,2025-06-03,f24446ac-dee7-4127-987f-14d106066704,NEFT,8646845.0
