type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,CARD,60,2709.8,2025-04-25T10:11:41+05:30,4/25/2025,31a91be1-0573-4fbe-b399-7ae1d0e177da,GAS FILLING STATION,Shopping
DEBIT,UPI,10,2699.8,2025-04-26T18:44:29+05:30,4/26/2025,c60fc4d6-f73d-4855-a843-69156836af12,UPI/36211,Shopping
DEBIT,UPI,20,2679.8,2025-11-21T06:18:12+05:30,11/21/2025,8d3e0628-618e-499c-8c59-616a95f426d1,UPI/PAYTM,Groceries
CREDIT,OTHERS,350,3029.8,2025-04-15T19:14:53+05:30,4/15/2025,eab45d40-7e21-4933-b007-9170e9e35109,NEFT,Cashback
DEBIT,UPI,3000,29.8,2025-10-14T07:29:38+05:30,10/14/2025,90d21217-2010-422c-80fc-2806ea02407b,UPI/36222,Shopping
CREDIT,OTHERS,400,429.8,2025-04-26T12:17:31+05:30,4/26/2025,75571385-d68d-4bc4-aae6-3a2e4d84d1e5,IMPS,Refund
DEBIT,UPI,140,289.8,2025-08-14T22:43:35+05:30,8/14/2025,01e0f3d1-366b-4344-bf11-f37c0cae061b,UPI/32578,Education
DEBIT,UPI,120,169.8,2025-02-02T06:53:09+05:30,2/2/2025,3f7d6337-5760-42e8-9650-82b7e4e6f25b,UPI/32571,Travel
CREDIT,OTHERS,670,839.8,2025-09-25T14:39:20+05:30,9/25/2025,7fa3f516-0a76-4a58-b66a-6e1297567084,IMPS,Salary
CREDIT,OTHERS,5500,6339.8,2025-04-05T20:22:40+05:30,5/4/2025,9e361023-1600-47b8-929b-fd49f7d7bf22,IMPS,Refund
DEBIT,UPI,50,6289.8,2025-01-24T07:30:01+05:30,1/24/2025,c61166ba-7899-4754-b839-36bbcf99df14,UPI/32576,Rent
CREDIT,OTHERS,580,6869.8,2025-05-10T14:42:29+05:30,10/5/2025,9348033e-2c15-48d5-9d47-1e15b83a512a,IMPS,Cashback
DEBIT,UPI,40,6829.8,2025-09-15T21:48:34+05:30,9/15/2025,226c7c1a-4046-463e-92ea-6f6c8b600273,UPI/32581,Fuel
CREDIT,OTHERS,400,7229.8,2025-11-20T14:02:07+05:30,11/20/2025,f8e21723-b480-4813-a062-12bd1ddf6c9d,IMPS,Refund
DEBIT,UPI,120,7109.8,2025-11-02T17:11:13+05:30,2/11/2025,1b3eda6c-a8f4-485a-8824-76b4eda8bf75,UPI/BHARATPE,Subscriptions
DEBIT,UPI,110,6999.8,2025-02-27T21:29:09+05:30,2/27/2025,6288f745-bfc9-49c9-9144-8f763cbc7303,UPI/36250,Travel
CREDIT,UPI,50,7049.8,2025-01-07T16:58:05+05:30,7/1/2025,228d0c69-549c-4b66-bda9-26a88fa16cdb,UPI/3626,Cashback
DEBIT,UPI,19,7030.8,2025-01-03T09:33:04+05:30,3/1/2025,6cf8961e-f2dc-471d-8c7f-a12d443be002,UPI/JIOINAPPDIRECT,Healthcare
DEBIT,UPI,10,7020.8,2025-04-15T22:56:46+05:30,4/15/2025,80da729f-1f76-41be-a745-097cac244ef9,UPI/PAYTM101,Food
DEBIT,UPI,241,6779.8,2025-12-14T05:55:29+05:30,12/14/2025,ca275aff-4c7c-415b-9f18-962dc7a2df69,UPI/JIOINAPPDIRECT,Rent
CREDIT,OTHERS,450,7229.8,2025-10-16T22:56:58+05:30,10/16/2025,e6f497b6-446b-4f2b-8163-987ef32aae05,IMPS,Bonus
DEBIT,UPI,60,7169.8,2025-02-07T22:34:54+05:30,7/2/2025,156b0720-ad19-4d54-a8da-446c44c447df,UPI/36298/,Education
DEBIT,UPI,19,7150.8,2025-11-28T03:25:36+05:30,11/28/2025,4ac8f887-a601-4f56-be2b-5cc1ca6c6965,UPI/JIOINAPPDIRECT,Rent
DEBIT,UPI,50,7100.8,2025-11-21T03:02:17+05:30,11/21/2025,de00042e-b507-489e-8862-6efbf98e619c,UPI/BHARATPE6,Food
CREDIT,OTHERS,1550,8650.8,2025-11-29T05:28:26+05:30,11/29/2025,8da5dea7-f101-4ad0-b139-414837511c68,NEFT,Cashback
DEBIT,UPI,3500,5150.8,2025-07-09T05:04:29+05:30,9/7/2025,dedecd53-f40c-4124-901b-0b400fc9758f,UPI/3630,Shopping
CREDIT,UPI,1,5151.8,2025-08-02T00:01:27+05:30,2/8/2025,97619cf6-f40f-4c05-9766-48c2a2860ee4,UPI/3264,Salary
CREDIT,UPI,2500,7651.8,2025-10-31T14:48:26+05:30,10/31/2025,6d0349bd-1c9d-4717-9fe6-db9372baa936,UPI/3264,Salary
DEBIT,UPI,50,7601.8,2025-06-12T19:39:41+05:30,12/6/2025,b6ff1b3f-979c-4fdd-8f5a-bbb1df4be12d,UPI/32655,Food
DEBIT,UPI,1530,6071.8,2025-03-31T03:53:07+05:30,3/31/2025,f51d2d6c-6fd9-4e14-b0e3-b73a0bbcb5cd,UPI/36311,Bills
DEBIT,UPI,2940,3131.8,2025-03-09T01:39:48+05:30,9/3/2025,3df016c3-4a26-4786-94de-8eb634982994,UPI/32659,Subscriptions
DEBIT,UPI,500,2631.8,2025-08-28T08:45:46+05:30,8/28/2025,5230c540-d846-4481-af4b-259a9b4d26af,UPI/32654,Healthcare
DEBIT,UPI,400,2231.8,2025-07-19T07:40:10+05:30,7/19/2025,ee1b82e0-c0ef-4b0b-8890-2c9a0e5f72e9,UPI/BHARATPE,Bills
DEBIT,UPI,140,2091.8,2025-08-28T09:24:00+05:30,8/28/2025,8eaa3e76-c910-47ef-9378-46e8ef464a35,UPI/PAYTM,Food
DEBIT,UPI,40,2051.8,2025-09-09T05:54:08+05:30,9/9/2025,2e857865-defd-4882-9637-148669d40b3e,UPI/36318,Subscriptions
CREDIT,OTHERS,1280,3331.8,2025-09-09T06:54:51+05:30,9/9/2025,3ee3466b-ac57-4f9f-956b-a35f5d55e4b4,NEFT,Bonus
DEBIT,UPI,20,3311.8,2025-01-23T15:34:41+05:30,1/23/2025,71348f87-281d-4dac-815e-7c749f39106b,UPI/GPAY,Food
DEBIT,UPI,40,3271.8,2025-05-13T11:14:40+05:30,5/13/2025,0f13a626-bb42-4663-9043-403951ed5cbb,UPI/PAYTM101,Entertainment
DEBIT,UPI,17,3254.8,2025-10-12T11:43:49+05:30,12/10/2025,74c43a11-f14e-4c0b-9a12-6ff003603c9d,UPI/BHARATPE,Healthcare
DEBIT,UPI,50,3204.8,2025-12-05T10:01:34+05:30,5/12/2025,3260756f-954a-47b3-b46f-2c338f7f8b0a,UPI/GPAY,Healthcare
DEBIT,UPI,110,3094.8,2025-02-08T03:31:01+05:30,8/2/2025,7d0dd7c6-8a00-4436-9823-009cd57b4d0e,UPI/PAYTM101,Food
CREDIT,OTHERS,1100,4194.8,2025-05-07T08:36:29+05:30,7/5/2025,802bb8ed-6cbd-4e2e-be90-09aef4da6794,NEFT,Income
CREDIT,UPI,20,4214.8,2025-02-09T13:06:44+05:30,9/2/2025,9125f055-f355-4d8d-9ac6-d9bb065ee25a,UPI/3268,Bonus
DEBIT,UPI,20,4194.8,2025-08-28T14:46:22+05:30,8/28/2025,90c6e54f-6249-426a-9423-598892687d55,UPI/PAYTMep,Entertainment
DEBIT,UPI,40,4154.8,2025-06-29T23:50:58+05:30,6/29/2025,f26df49f-0847-4da1-a06a-1f52e3b4fa9b,UPI/36341,Education
DEBIT,UPI,1,4153.8,2025-06-12T13:05:14+05:30,12/6/2025,8339b673-56e9-4517-aaf7-804da58d7ec4,UPI/32691,Food
DEBIT,UPI,3000,1153.8,2025-11-24T21:16:22+05:30,11/24/2025,6834106a-a1db-421a-a030-05b47ec0b49e,UPI/36352,Subscriptions
DEBIT,UPI,1000,153.8,2025-05-31T09:21:03+05:30,5/31/2025,e4c9bdfc-0a18-4bc2-887b-f5d6449b7884,UPI/36351,Food
CREDIT,UPI,400,553.8,2025-07-05T06:08:20+05:30,5/7/2025,380b58dc-3d3c-45b9-8acd-2b6f6822a954,UPI/32695,Salary
DEBIT,UPI,30,523.8,2025-12-05T07:34:54+05:30,5/12/2025,9209e2ff-aabe-4148-82c9-3cfbb07572a5,UPI/PAYTM,Fuel
CREDIT,UPI,200,723.8,2025-04-21T05:03:49+05:30,4/21/2025,c843b30d-cb22-42e1-8c58-05d59e9b6410,UPI/3270,Income
DEBIT,UPI,200,523.8,2025-02-25T11:24:43+05:30,2/25/2025,a7d31245-0cc9-446f-875f-efbed9a75bb1,UPI/32709,Rent
DEBIT,UPI,200,323.8,2025-01-24T17:07:19+05:30,1/24/2025,bbf7e57c-5c39-4c78-8faf-7a77a79fbebc,UPI/32706,Entertainment
CREDIT,OTHERS,400,723.8,2025-08-26T01:23:05+05:30,8/26/2025,a5f0be0a-122f-4b43-8333-14233b1d8c42,NEFT,Cashback
DEBIT,UPI,100,623.8,2025-04-18T02:42:00+05:30,4/18/2025,756010f4-f8f3-4c81-81b9-62c25e8609e0,UPI/36367,Food
CREDIT,OTHERS,1450,2073.8,2025-06-22T18:15:17+05:30,6/22/2025,b2ba5a7b-b5da-4563-831e-5cf406d85c8c,NEFT,Refund
DEBIT,UPI,1280,793.8,2025-03-24T03:07:24+05:30,3/24/2025,4b0f59fa-655b-4e30-9b83-f9514cf9b240,UPI/32712,Shopping
DEBIT,UPI,10,783.8,2025-01-31T09:23:52+05:30,1/31/2025,3a4ff688-bef4-4aaf-8f45-61d0168ffc75,UPI/36370,Food
CREDIT,OTHERS,600,1383.8,2025-10-23T02:46:56+05:30,10/23/2025,d8b45c85-45b2-4b13-9879-66a00fa7af65,NEFT,Refund
DEBIT,UPI,500,883.8,2025-07-29T20:22:44+05:30,7/29/2025,fa919e43-a6a1-4c55-9985-6f8b97d681eb,UPI/36381,Bills
CREDIT,OTHERS,480,1363.8,2025-06-28T08:59:27+05:30,6/28/2025,a100ec2b-95e6-40f8-a021-20b36afe2715,NEFT,Salary
DEBIT,UPI,150,1213.8,2025-07-06T12:08:27+05:30,6/7/2025,c9f6c8e9-e5b1-49e7-8f8b-442ebca30aaf,UPI/PAYTM,Shopping
DEBIT,UPI,35,1178.8,2025-01-26T13:29:27+05:30,1/26/2025,623990ca-7390-404b-82fa-5f10316863d2,UPI/PAYTMap,Healthcare
DEBIT,UPI,130,1048.8,2025-05-30T07:38:34+05:30,5/30/2025,f8c83f63-6b3c-48b7-907e-1c7569881a5a,UPI/32738,Healthcare
DEBIT,UPI,50,998.8,2025-09-19T23:26:33+05:30,9/19/2025,3e3f3ee0-8eaf-456e-a475-f4aff84fd8a7,UPI/BHARATPE,Education
DEBIT,UPI,10,988.8,2025-03-04T17:43:38+05:30,4/3/2025,9b3a0f22-6e89-4356-a5c5-f173fe76ff23,AMZN,Food
CREDIT,OTHERS,700,1688.8,2025-06-12T03:42:17+05:30,12/6/2025,248af984-503d-4ca8-bd8f-00ba044859e7,NEFT,Income
CREDIT,OTHERS,4550,6238.8,2025-08-09T19:34:32+05:30,9/8/2025,ace38436-f415-45f8-bb95-3679ff3e0d43,IMPS,Income
DEBIT,UPI,1,6237.8,2025-01-21T04:08:17+05:30,1/21/2025,f820697b-3dd8-4e9b-88ed-27639dd662c3,UPI/36406,Shopping
DEBIT,UPI,4000,2237.8,2025-08-10T16:46:00+05:30,10/8/2025,ddcc8fa1-81c0-4d4b-8f71-180352bf97aa,UPI/36408,Fuel
DEBIT,UPI,540,1697.8,2025-04-01T13:55:28+05:30,1/4/2025,e3d156cc-dfbf-471b-b50c-75477e85847b,UPI/BHARATPE,Entertainment
DEBIT,UPI,50,1647.8,2025-02-12T19:19:35+05:30,12/2/2025,edf8c5a8-b2d0-442d-bc16-8d739075ddaf,UPI/BHARATPE,Travel
CREDIT,OTHERS,540,2187.8,2025-07-24T13:39:40+05:30,7/24/2025,7b4353e3-877e-4ae0-8437-22bb587225b4,IMPS,Refund
DEBIT,UPI,370,1817.8,2025-12-06T23:04:47+05:30,6/12/2025,5f109549-800e-46e7-9455-e0a9b4865360,UPI/PAYTM9p,Food
DEBIT,UPI,19,1798.8,2025-06-16T03:00:05+05:30,6/16/2025,31668b32-0d2d-4dea-aa92-6b8c31ee848e,UPI/JIOINAPPDIRECT,Travel
CREDIT,OTHERS,600,2398.8,2025-02-20T21:37:45+05:30,2/20/2025,3108c01e-39f6-4c2f-a283-86db7439f95c,NEFT,Bonus
DEBIT,UPI,10,2388.8,2025-11-01T00:54:05+05:30,1/11/2025,0fce7629-1e60-4e18-a1b7-a8ca75f7f2f4,UPI/36421,Groceries
CREDIT,OTHERS,250,2638.8,2025-05-14T06:49:15+05:30,5/14/2025,76615252-dfaf-4102-8f5d-75bc54d8387b,NEFT,Cashback
DEBIT,UPI,40,2598.8,2025-08-14T21:08:54+05:30,8/14/2025,51dcb4d5-7bad-400c-8a1b-8e6b8a8f24af,UPI/32770,Food
DEBIT,UPI,10,2588.8,2025-01-29T05:04:24+05:30,1/29/2025,c22fc6ad-c242-4538-91f2-53ca13770c6e,UPI/32775,Bills
DEBIT,UPI,30,2558.8,2025-12-05T13:35:59+05:30,5/12/2025,9c02e93a-0999-41cc-95e4-279994bb3364,UPI/36435,Education
CREDIT,OTHERS,400,2958.8,2025-05-23T23:14:43+05:30,5/23/2025,033d5608-e2b1-4858-b98b-99f3f9cf83d6,NEFT,Cashback
CREDIT,UPI,200,3158.8,2025-03-05T10:25:50+05:30,5/3/2025,8d61b7b8-6b32-47b2-ada2-1636ab6b0f56,UPI/32789,Transfer In
DEBIT,UPI,30,3128.8,2025-06-18T01:50:05+05:30,6/18/2025,6b92418c-590d-42fd-abc0-fb5156683c35,UPI/32783,Bills
DEBIT,UPI,160,2968.8,2025-03-12T03:54:45+05:30,12/3/2025,d3bc1598-5ded-4832-a6f9-069e5c28d7ac,UPI/32784,Food
DEBIT,UPI,226,2742.8,2025-07-19T08:03:33+05:30,7/19/2025,8e96f9b1-5fc7-489f-9566-35ac1f240252,UPI/32795,Entertainment
DEBIT,UPI,320,2422.8,2025-02-15T21:10:15+05:30,2/15/2025,177a6ed6-5383-405b-b331-955da39f85c6,UPI/BHARATPE,Subscriptions
DEBIT,UPI,10,2412.8,2025-06-10T07:46:19+05:30,10/6/2025,39cad768-4f42-4879-9fa4-12f7d5f75fea,UPI/36454,Shopping
CREDIT,UPI,700,3112.8,2025-02-23T22:16:49+05:30,2/23/2025,8af09e5a-a98a-4a0a-9648-64d457d85070,UPI/3645,Bonus
DEBIT,UPI,220,2892.8,2025-07-21T06:10:01+05:30,7/21/2025,979fab68-939e-4b78-8f89-09c0dbb46472,UPI/BHARATPE,Rent
CREDIT,UPI,220,3112.8,2025-09-01T23:15:34+05:30,1/9/2025,e30a976a-ef08-44a4-88c2-9105178a4999,UPI/3279,Cashback
DEBIT,UPI,30,3082.8,2025-10-09T11:44:02+05:30,9/10/2025,9f694e56-84bb-4322-86d1-048ed5d7b7b0,UPI/36458,Entertainment
CREDIT,OTHERS,2330,5412.8,2025-10-30T04:44:51+05:30,10/30/2025,d59218dd-56a8-4c04-b1b4-ac13349f5d81,NEFT,Income
DEBIT,UPI,19,5393.8,2025-06-01T06:33:38+05:30,1/6/2025,0cc87859-f3c0-4c5c-b51a-bfdd20a1433b,UPI/GPAYBILLREACHARGE,Education
DEBIT,UPI,2000,3393.8,2025-09-01T23:53:02+05:30,1/9/2025,d8aaf10a-4bd0-4389-812e-1b1588d811a4,UPI/BHARATPE,Travel
DEBIT,UPI,20,3373.8,2025-10-07T06:27:33+05:30,7/10/2025,50052b56-dc7d-48e4-a9c6-3875ab1497d0,UPI/36462,Subscriptions
DEBIT,UPI,330,3043.8,2025-04-06T10:47:11+05:30,6/4/2025,1bd129a3-31f0-4a9c-b646-532f3decb10a,UPI/32802,Groceries
CREDIT,UPI,1900,4943.8,2025-08-16T21:45:31+05:30,8/16/2025,1ae3ff28-9cdb-461b-921e-5137cbb992b8,UPI/3647,Bonus
DEBIT,UPI,100,4843.8,2025-08-23T06:09:31+05:30,8/23/2025,7c549684-4fc8-4b23-a781-d8f878d8ce29,UPI/BHARATPE,Education
CREDIT,OTHERS,100,4943.8,2025-04-21T09:56:05+05:30,4/21/2025,c59fa33b-8458-44ce-be05-d5944e2325c6,NEFT,Transfer In
DEBIT,UPI,2000,2943.8,2025-05-13T05:59:31+05:30,5/13/2025,b7b95690-4180-4dcc-90ae-b34aad750bbc,UPI/36486,Food
DEBIT,UPI,50,2893.8,2025-09-19T22:52:48+05:30,9/19/2025,74d0b7b2-cd18-4910-bcff-e515a3c704f5,UPI/BHARATPE4,Subscriptions
CREDIT,UPI,100,2993.8,2025-06-28T16:58:46+05:30,6/28/2025,bb88f510-b541-44e1-87a4-069ea4c9f816,UPI/3648,Salary
